mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
13	12	7/32	7/32	2/4	2	1	V7/IV	-0.234934	-6.02401		/	D	V		V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	0	1	0.0	0.0	0.03125	0.0
13	12	1/4	1/4	2/4	2	1	V+6/IV					D	V		V+6/IV	V	+	6		IV			+	0	0	7, 11, 3		3	7	0	3	0.0	0.0	0.5	0.0
14	13	0	0	2/4	2	1	IV(#2)	-0.0783114	-4.69272		/	D	V		IV(#2)	IV			#2				M	0	0	2, 11, 3		2	2	1	3	0.25	0.125	0.3125	0.2857142857142857
14	13	1/8	1/8	2/4	2	1	ii6(#7)	0	-4.69272		/	D	V		ii6(#7)	ii		6	#7				m	0	0	2, 6, 10		5	2	1	2	0.3333333333333333	0.0	0.3125	0.0
14	13	3/16	3/16	2/4	2	1	ii6	0.0783114	-4.61441		/	D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.03125	0.09375	0.25
14	13	1/4	1/4	2/4	2	1	IVM7					D	V		IVM7	IV	M	7					MM7	0	0	2, 6, 3, 7		2	2	0	2	0.0	0.0	0.25	0.0
14	13	3/8	3/8	2/4	2	1	viio(64)/V	-0.54818	-2.73493		/	D	V		viio(64)/V	vii	o		64	V			o	0	0	9, 8, 5		9	9	0	3	0.0	0.0	0.3125	0.0
14	13	15/32	15/32	2/4	2	1	viio/V	-1.95778	-5.78908		/	D	V		viio/V	vii	o			V			o	0	0	9, 6, 3		9	9	0	2	0.0	0.0	0.0625	0.0
15	14	0	0	2/4	2	1	V[V|HC}	0	-5.31921		/	D	V	V	V	V					HC	}	M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.5	0.0
15	14	1/8	1/8	2/4	2	1	I6	-0.0783114	-5.55414		/	D	V	V	I6	I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.1875	0.0
15	14	7/32	7/32	2/4	2	1	viio6/V]	0	-5.71077		/	D	V	V	viio6/V	vii	o	6		V			o	0	0	6, 3, 9		9	6	0	2	0.0	0.0	0.0625	0.0
15	14	1/4	1/4	2/4	2	1	V6					D	V		V6	V		6					M	0	0	8, 5, 4		4	8	2	3	0.4	0.0	0.53125	0.0
16	15	0	0	2/4	2	1	I[I	0.0783114	-14.8732		/	D	V	I	I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.1875	0.0
16	15	1/8	1/8	2/4	2	1	IV	0	-4.5361		/	D	V	I	IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.4375	0.0
16	15	7/32	7/32	2/4	2	1	V					D	V	I	V	V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.0625	0.0
16	15	1/4	1/4	2/4	2	1	I	0	-4.45778		/	D	V	I	I	I							M	0	0	3, 7, 4		3	3	4	7	0.36363636363636365	0.0625	0.75	0.07692307692307693
17	16	1/8	1/8	2/4	2	1	IV	0	-3.51805		/	D	V	I	IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.3125	0.0
17	16	7/32	7/32	2/4	2	1	viio	0	-3.59636		/	D	V	I	viio	vii	o						o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.09375	0.0
17	16	1/4	1/4	2/4	2	1	I]	0.0783114	-3.59636		/	D	V	I	I	I							M	0	0	3, 7, 4		3	3	3	6	0.3333333333333333	0.09375	0.53125	0.15
18	17	0	0	2/4	2	1	IV6	-0.156623	-3.43974		/	D	V		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.125	0.0
18	17	1/8	1/8	2/4	2	1	I6	-0.54818	-3.59636		/	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.03125	0.59375	0.05
18	17	1/4	1/4	2/4	2	1	IVM2					D	V		IVM2	IV	M	2					MM7	0	0	7, 2, 6, 3		2	7	1	1	0.5	0.0	0.25	0.0
18	17	3/8	3/8	2/4	2	1	viio6					D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	2	0.0	0.0	0.25	0.0
19	18	0	0	2/4	2	1	viio43					D	V		viio43	vii	o	43					o7	0	0	2, -1, 8, 5		8	2	1	4	0.2	0.03125	0.59375	0.05
19	18	1/4	1/4	2/4	2	1	I					D	V		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.375	0.0
19	18	3/8	3/8	2/4	2	1	#viio2/ii					D	V		#viio2/ii	#vii	o	2		ii			o7	0	0	1, 10, 7, 4		10	1	0	3	0.0	0.0	0.375	0.0
20	19	0	0	2/4	2	1	V(6)/ii					D	V		V(6)/ii	V			6	ii			M	0	0	6, 10, 2		6	6	0	4	0.0	0.0	0.4375	0.0
20	19	1/8	1/8	2/4	2	1	V2/ii					D	V		V2/ii	V		2		ii			Mm7	0	0	4, 6, 10, 7		6	4	0	3	0.0	0.0	0.3125	0.0
20	19	1/4	1/4	2/4	2	1	ii6					D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	2	7	0.2222222222222222	0.0625	0.5	0.1111111111111111
20	19	7/16	7/16	2/4	2	1	V					D	V		V	V							M	0	0	4, 8, 5		4	4	2	3	0.4	0.0625	0.125	0.3333333333333333
21	20	0	0	2/4	2	1	I					D	V		I	I							M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.03125	0.375	0.07692307692307693
21	20	3/32	3/32	2/4	2	1	V7/IV					D	V		V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	0	1	0.0	0.0	0.03125	0.0
21	20	1/8	1/8	2/4	2	1	ii6					D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	5	0.16666666666666666	0.03125	0.28125	0.1
21	20	1/4	1/4	2/4	2	1	V7					D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	4	0.3333333333333333	0.041666666666666664	0.4583333333333333	0.08333333333333333
21	20	3/8	3/8	2/4	2	1	V6/vi	-0.313246	-12.9154		/	D	V		V6/vi	V		6		vi			M	0	0	11, 8, 7		7	11	0	2	0.0	0.0	0.25	0.0
22	21	1/8	1/8	2/4	2	1	vi					D	V		vi	vi							m	0	0	6, 3, 7		6	6	0	4	0.0	0.0	0.375	0.0
22	21	1/4	1/4	2/4	2	1	viio65/V}					D	V		viio65/V	vii	o	65		V		}	o7	0	0	6, 3, 0, 9		9	6	1	5	0.16666666666666666	0.0	1.03125	0.0
23	22	1/8	1/8	2/4	2	1	V65{	0.0783114	-5.47583		/	D	V		V65	V		65				{	Mm7	0	0	8, 5, 2, 4		4	8	1	6	0.14285714285714285	0.0	0.375	0.0
23	22	1/4	1/4	2/4	2	1	I	0	-5.63246		/	D	V		I	I							M	0	0	3, 7, 4		3	3	3	5	0.375	0.09375	0.375	0.2
23	22	3/8	3/8	2/4	2	1	vii%7/V	0	-5.39752		/	D	V		vii%7/V	vii	%	7		V			%7	0	0	9, 6, 3, 7		9	9	2	3	0.4	0.0	0.375	0.0
24	23	0	0	2/4	2	1	V|HC}{	0	-5.39752		/	D	V		V	V					HC	}{	M	0	0	4, 8, 5		4	4	3	6	0.3333333333333333	0.09375	0.40625	0.1875
24	23	1/4	1/4	2/4	2	1	V(4)	-0.313246	-7.74686		/	D	V		V(4)	V			4				M	0	0	4, 3, 5		4	4	0	3	0.0	0.0	0.25	0.0
24	23	3/8	3/8	2/4	2	1	V	-0.0783114	-7.66855		/	D	V		V	V							M	0	0	4, 8, 5		4	4	3	3	0.5	0.09375	0.15625	0.375
25	24	0	0	2/4	2	1	I(94)	0	-7.66855		/	D	V		I(94)	I			94				M	0	0	3, 2, 4	5	3	3	0	4	0.0	0.0	0.375	0.0
25	24	1/8	1/8	2/4	2	1	V64/IV	-0.234934	-7.82517		/	D	V		V64/IV	V		64		IV			M	0	0	4, 3, 7		3	4	3	4	0.42857142857142855	0.09375	0.28125	0.25
25	24	1/4	1/4	2/4	2	1	IV6	0.156623	-5.86739		/	D	V		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.375	0.0
25	24	3/8	3/8	2/4	2	1	V/IV	0	-6.18063		/	D	V		V/IV	V				IV			M	0	0	3, 7, 4		3	3	2	3	0.4	0.0625	0.3125	0.16666666666666666
26	25	0	0	2/4	2	1	IV(7)					D	V		IV(7)	IV			7				M	0	0	2, 6, 3	7	2	2	1	3	0.25	0.03125	0.46875	0.0625
26	25	1/8	1/8	2/4	2	1	V6/V					D	V		V6/V	V		6		V			M	0	0	9, 6, 5		5	9	2	2	0.5	0.0625	0.1875	0.25
26	25	1/4	1/4	2/4	2	1	V(9)	0	-4.14454		/	D	V		V(9)	V			9				M	0	0	4, 8, 5	6	4	4	1	3	0.25	0.03125	0.34375	0.08333333333333333
26	25	3/8	3/8	2/4	2	1	V7	0.156623	-3.9096		/	D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.375	0.0
27	26	0	0	2/4	2	1	I(9)	0	-3.75298		/	D	V		I(9)	I			9				M	0	0	3, 7, 4	5	3	3	1	3	0.25	0.03125	0.34375	0.08333333333333333
27	26	1/8	1/8	2/4	2	1	I6					D	V		I6	I		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.03125	0.46875	0.0625
27	26	1/4	1/4	2/4	2	1	IV(9)					D	V		IV(9)	IV			9				M	0	0	2, 6, 3	4	2	2	1	2	0.3333333333333333	0.03125	0.21875	0.125
27	26	3/8	3/8	2/4	2	1	IV6	0	-3.36143		/	D	V		IV6	IV		6					M	0	0	6, 3, 2		2	6	1	3	0.25	0.03125	0.34375	0.08333333333333333
28	27	0	0	2/4	2	1	viio(9)	0	-4.30116		/	D	V		viio(9)	vii	o		9				o	0	0	8, 5, 2	3	8	8	0	3	0.0	0.0	0.28125	0.0
28	27	3/32	3/32	2/4	2	1	vii%65	-0.0783114	-4.30116		/	D	V		vii%65	vii	%	65					%7	0	0	5, 2, 6, 8		8	5	0	3	0.0	0.0	0.09375	0.0
28	27	1/8	1/8	2/4	2	1	I6	0	-0.698838		/	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.28125	0.0
28	27	7/32	7/32	2/4	2	1	ii6	0	-0.22897		/	D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	3	0.0	0.0	0.09375	0.0
28	27	1/4	1/4	2/4	2	1	V(64)					D	V		V(64)	V			64				M	0	0	4, 3, 7		4	4	2	4	0.3333333333333333	0.5	0.375	0.5714285714285714
28	27	7/16	7/16	2/4	2	1	V7	0.626491	-12.9154		/	D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.0625	0.0
29	28	0	0	2/4	2	1	I[I|PAC}	0	-3.36143		/	D	V	I	I	I					PAC	}	M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.09375	0.53125	0.15
29	28	1/8	1/8	2/4	2	1	IV	0	-3.43974		/	D	V	I	IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.17708333333333334	0.0
29	28	5/24	5/24	2/4	2	1	V	0	-3.43974		/	D	V	I	V	V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.07291666666666667	0.0
29	28	1/4	1/4	2/4	2	1	I]	0	-3.36143		/	D	V	I	I	I							M	0	0	3, 7, 4		3	3	2	3	0.4	0.0	0.375	0.0
30	28	3/32	15/32	2/4	2	1	I{					D	V		I	I						{	M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.0625	0.59375	0.09523809523809523
31	29	1/4	1/4	2/4	2	1	I6					D	V		I6	I		6					M	0	0	7, 4, 3		3	7	2	2	0.5	0.0	0.25	0.0
31	29	3/8	3/8	2/4	2	1	ii6	0	-3.04818		/	D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	0.34375	0.0
31	29	15/32	15/32	2/4	2	1	V2	0	-3.2048		/	D	V		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	1	0.0	0.0	0.03125	0.0
32	30	0	0	2/4	2	1	I					D	V		I	I							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
32	30	1/8	1/8	2/4	2	1	I6					D	V		I6	I		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
32	30	3/8	3/8	2/4	2	1	ii6	0	-3.12649		/	D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	0.34375	0.0
32	30	15/32	15/32	2/4	2	1	V2	0	-3.12649		/	D	V		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	1	0.0	0.0	0.03125	0.0
33	31	0	0	2/4	2	1	I6	1.25298	-5.08428		/	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.03125	0.1875	0.14285714285714285
33	31	3/32	3/32	2/4	2	1	V	0	-5.47583		/	D	V		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.09375	0.0
33	31	1/8	1/8	2/4	2	1	I	0	-5.63246		/	D	V		I	I							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.375	0.0
33	31	1/4	1/4	2/4	2	1	V7	-0.156623	-5.86739		/	D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	6	0.25	0.0625	0.4375	0.125
34	32	0	0	2/4	2	1	I(^74)	0.0783114	-6.10232		/	D	V		I(^74)	I			^74				M	0	0	3, 2, 4	8	3	3	0	3	0.0	0.0	0.5	0.0
34	32	1/8	1/8	2/4	2	1	I|IAC}	0	-6.25895		/	D	V		I	I					IAC	}	M	0	0	3, 7, 4		3	3	4	5	0.4444444444444444	0.125	0.25	0.3333333333333333
34	32	3/8	3/8	2/4	2	1	I.V7	0.156623	-3.67467		/	D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.25	0.0
35	33	0	0	2/4	2	1	I[I	0.0783114	-3.04818		/	D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.375	0.0
35	33	1/8	1/8	2/4	2	1	IV	0.0783114	-2.81325		/	D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.4375	0.0
35	33	7/32	7/32	2/4	2	1	V	0	-3.2048		/	D	I	I	V	V							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.0625	0.0
35	33	1/4	1/4	2/4	2	1	I]	0	-3.28311		/	D	I	I	I	I							M	0	0	2, 6, 3		2	2	2	2	0.5	0.0	0.5	0.0
35	33	3/8	3/8	2/4	2	1	IV6	-0.391557	-13.6202		/	D	I		IV6	IV		6					M	0	0	5, 2, 1		1	5	1	2	0.3333333333333333	0.03125	0.0625	0.3333333333333333
35	33	15/32	15/32	2/4	2	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3	7	0	1	0.0	0.0	0.03125	0.0
36	34	0	0	2/4	2	1	I[I	0.0783114	-3.04818		/	D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
36	34	1/8	1/8	2/4	2	1	IV	0.0783114	-2.81325		/	D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	1	3	0.25	0.03125	0.3125	0.09090909090909091
36	34	7/32	7/32	2/4	2	1	V	0	-3.2048		/	D	I	I	V	V							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.03125	0.0
36	34	1/4	1/4	2/4	2	1	IV	0	-3.28311		/	D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	2	2	0.5	0.0625	0.0625	0.5
36	34	3/8	3/8	2/4	2	1	IV6	-0.391557	-13.6202		/	D	I	I	IV6	IV		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.03125	0.1875	0.14285714285714285
36	34	15/32	15/32	2/4	2	1	V6					D	I	I	V6	V		6					M	0	0	7, 4, 3		3	7	0	1	0.0	0.0	0.03125	0.0
37	35	0	0	2/4	2	1	I]					D	I	I	I	I							M	0	0	2, 6, 3		2	2	2	6	0.25	0.0625	0.1875	0.25
37	35	1/4	1/4	2/4	2	1	V2					D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	2	7	0.2222222222222222	0.0625	0.28125	0.18181818181818182
38	36	0	0	2/4	2	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1	3	0.25	0.03125	0.21875	0.125
38	36	3/32	3/32	2/4	2	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.09375	0.0
38	36	1/8	1/8	2/4	2	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.375	0.0
38	36	1/4	1/4	2/4	2	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	2	6	0.25	0.0625	0.4375	0.125
39	37	0	0	2/4	2	1	#viio7/vi					D	I		#viio7/vi	#vii	o	7		vi			o7	0	0	10, 7, 4, 1		10	10	1	5	0.16666666666666666	0.03125	0.34375	0.08333333333333333
39	37	1/8	1/8	2/4	2	1	vi	0	-2.89156		/	D	I		vi	vi							m	0	0	5, 2, 6		5	5	0	6	0.0	0.0	0.5	0.0
39	37	1/4	1/4	2/4	2	1	ii%65/vi	0.0783114	-3.59636		/	D	I		ii%65/vi	ii	%	65		vi			%7	0	0	4, 1, 5, 7		7	4	2	3	0.4	0.0625	0.1875	0.25
39	37	3/8	3/8	2/4	2	1	V7/vi					D	I		V7/vi	V		7		vi			Mm7	0	0	6, 10, 7, 4		6	6	0	4	0.0	0.0	0.375	0.0
40	38	0	0	2/4	2	1	vi					D	I		vi	vi							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.3125	0.0
40	38	1/16	1/16	2/4	2	1	viio6/V	0.0783114	-3.9096		/	D	I		viio6/V	vii	o	6		V			o	0	0	5, 2, 8		8	5	1	4	0.2	0.03125	0.40625	0.07142857142857142
40	38	1/4	1/4	2/4	2	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.5625	0.0
40	38	3/8	3/8	2/4	2	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	2	1	0.6666666666666666	0.0625	0.125	0.3333333333333333
41	39	0	0	2/4	2	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
41	39	1/8	1/8	2/4	2	1	V65/IV	0.234934	-5.9457		/	D	I		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	1	5	0.16666666666666666	0.03125	0.46875	0.0625
41	39	1/4	1/4	2/4	2	1	IV	0.861425	-5.00596		/	D	I		IV	IV							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.03125	0.21875	0.125
41	39	3/8	3/8	2/4	2	1	I6	0	-4.92765		/	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	3	3	0.5	0.0625	0.3125	0.16666666666666666
42	40	0	0	2/4	2	1	ii7					D	I		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4	4	1	4	0.2	0.0	1.125	0.0
42	40	1/4	1/4	2/4	2	1	V7(4)					D	I		V7(4)	V		7	4				Mm7	0	0	3, 2, 4, 1		3	3	0	1	0.0	0.0	0.125	0.0
42	40	3/8	3/8	2/4	2	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.15625	0.0
43	41	0	0	2/4	2	1	I[I}{					D	I	I	I	I						}{	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.1875	0.0
43	41	1/8	1/8	2/4	2	1	IV					D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.4375	0.0
43	41	7/32	7/32	2/4	2	1	V					D	I	I	V	V							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.0625	0.0
43	41	1/4	1/4	2/4	2	1	I]					D	I	I	I	I							M	0	0	2, 6, 3		2	2	4	4	0.5	0.0625	0.5625	0.1
44	42	0	0	2/4	2	1	#viio7/ii	-0.234934	-13.307		/	D	I		#viio7/ii	#vii	o	7		ii			o7	0	0	9, 6, 3, 0		9	9	3	10	0.23076923076923078	0.0625	0.9375	0.0625
44	42	7/16	7/16	2/4	2	1	V/ii	-0.0783114	-13.5419		/	D	I		V/ii	V				ii			M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.09375	0.0
45	43	0	0	2/4	2	1	ii[i/ii}{	0.391557	-15.2648		/	D	I	ii	i/ii	i				ii		}{	m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	0.1875	0.0
