mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
40	39	0	0	4/4	2	1	vi.i6}{						C	vi		i6		i		6				}{	m	0	1	0, 4, 3		3	0	0	4	0.0	0.0	0.25	0.0
40	39	1/4	1/4	4/4	2	1	V65/IV						C	vi		V65/IV		V		65		IV			Mm7	0	1	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.25	0.0
40	39	1/2	1/2	4/4	2	1	IV						C	vi		IV		IV							M	0	1	2, 6, 3		2	2	0	4	0.0	0.0	0.25	0.0
40	39	3/4	3/4	4/4	2	1	V65/V						C	vi		V65/V		V		65		V			Mm7	0	1	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.25	0.0
41	40	0	0	4/4	2	1	V						C	vi		V		V							M	0	1	4, 8, 5		4	4	0	4	0.0	0.0	0.25	0.0
41	40	1/4	1/4	4/4	2	1	i64						C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	0	4	0.0	0.0	0.25	0.0
41	40	1/2	1/2	4/4	2	1	VI						C	vi		VI		VI							M	0	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.25	0.0
41	40	3/4	3/4	4/4	2	1	Ger6						C	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9	-1	0	8	0.0	0.0	0.5	0.0
42	41	1/2	1/2	4/4	2	1	i64						C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	0	4	0.0	0.0	0.25	0.0
42	41	3/4	3/4	4/4	2	1	viio7/V						C	vi		viio7/V		vii	o	7		V			o7	0	1	9, 6, 3, 0		9	9	0	4	0.0	0.0	0.25	0.0
43	42	1/4	1/4	4/4	2	1	i64						C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	0	4	0.0	0.0	0.25	0.0
43	42	1/2	1/2	4/4	2	1	VI						C	vi		VI		VI							M	0	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.25	0.0
43	42	3/4	3/4	4/4	2	1	Ger6						C	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9	-1	0	4	0.0	0.0	0.25	0.0
44	43	0	0	4/4	2	1	V(64)						C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	0	4	0.0	0.0	0.25	0.0
44	43	1/4	1/4	4/4	2	1	#viio43						C	vi		#viio43		#vii	o	43					o7	0	1	2, -1, 8, 5		8	2	0	4	0.0	0.0	0.25	0.0
44	43	1/2	1/2	4/4	2	1	i6						C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	0	4	0.0	0.0	0.25	0.0
44	43	3/4	3/4	4/4	2	1	V43						C	vi		V43		V		43					Mm7	0	1	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.25	0.0
45	44	0	0	4/4	2	1	i						C	vi		i		i							m	0	1	3, 0, 4		3	3	0	4	0.0	0.0	0.25	0.0
45	44	1/4	1/4	4/4	2	1	#viio43/iv						C	vi		#viio43/iv		#vii	o	43		iv			o7	0	1	1, -2, 7, 4		7	1	0	4	0.0	0.0	0.25	0.0
45	44	1/2	1/2	4/4	2	1	i6/iv						C	vi		i6/iv		i		6		iv			m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.25	0.0
45	44	3/4	3/4	4/4	2	1	V43/iv						C	vi		V43/iv		V		43		iv			Mm7	0	1	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.25	0.0
46	45	0	0	4/4	2	1	i/iv						C	vi		i/iv		i				iv			m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	0.25	0.0
46	45	1/4	1/4	4/4	2	1	#viio6/iv						C	vi		#viio6/iv		#vii	o	6		iv			o	0	1	4, 1, 7		7	4	1	3	0.25	0.0625	0.1875	0.25
46	45	1/2	1/2	4/4	2	1	i6/iv						C	vi		i6/iv		i		6		iv			m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.25	0.0
46	45	3/4	3/4	4/4	2	1	I.V65/V						C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.25	0.0
47	46	0	0	4/4	2	1	V}{						C	I		V		V						}{	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.25	0.0
47	46	1/4	1/4	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.25	0.0
47	46	1/2	1/2	4/4	2	1	I64						C	I		I64		I		64					M	0	0	1, 0, 4		0	1	0	8	0.0	0.0	0.5	0.0
48	47	0	0	4/4	2	1	bVI						C	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.25	0.0
48	47	1/4	1/4	4/4	2	1	Ger6						C	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4	0	8	0.0	0.0	0.5	0.0
48	47	3/4	3/4	4/4	2	1	V(b64)						C	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1	0	4	0.0	0.0	0.25	0.0
49	48	0	0	4/4	2	1	viio7/V						C	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6	0	12	0.0	0.0	0.75	0.0
49	48	3/4	3/4	4/4	2	1	V65/V						C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.25	0.0
50	49	0	0	4/4	2	1	V|HC}						C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1	11	9	0.55	0.8125	0.6875	0.5416666666666666
51	50	1/4	1/4	4/4	2	1	vii%7						C	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5	0	5	0.0	0.0	1.5	0.0
52	51	0	0	4/4	2	1	I{						C	I		I		I						{	M	0	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
52	51	1/4	1/4	4/4	2	1	viio6						C	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	0	5	0.0	0.0	1.5	0.0
52	51	3/4	3/4	4/4	2	1	I6						C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.75	0.0
53	52	0	0	4/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
53	52	1/4	1/4	4/4	2	1	V65/IV						C	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4	3	2	0.6	0.1875	0.3125	0.375
53	52	1/2	1/2	4/4	2	1	IV						C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
54	53	0	0	4/4	2	1	ii						C	I		ii		ii							m	0	0	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
54	53	1/4	1/4	4/4	2	1	viio/V						C	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6	0	5	0.0	0.0	1.5	0.0
54	53	3/4	3/4	4/4	2	1	V						C	I		V		V							M	0	0	1, 5, 2		1	1	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
55	54	1/4	1/4	4/4	2	1	V65						C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	3	2	0.6	0.1875	0.3125	0.375
55	54	1/2	1/2	4/4	2	1	I|IAC}						C	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
56	55	0	0	4/4	2	1	IV{						C	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1	4	6	0.4	0.25	0.5	0.3333333333333333
56	55	1/2	1/2	4/4	2	1	V65/V						C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
57	56	0	0	4/4	2	1	V						C	I		V		V							M	0	0	1, 5, 2		1	1	3	7	0.3	0.1875	0.5625	0.25
57	56	1/2	1/2	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
58	57	0	0	4/4	2	1	I|IAC}{						C	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
58	57	3/4	3/4	4/4	2	1	iii64						C	I		iii64		iii		64					m	0	0	5, 4, 1		4	5	0	4	0.0	0.0	0.25	0.0
59	58	0	0	4/4	2	1	vi						C	I		vi		vi							m	0	0	3, 0, 4		3	3	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
59	58	3/4	3/4	4/4	2	1	iii6						C	I		iii6		iii		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	0.25	0.0
60	59	0	0	4/4	2	1	viio/V						C	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6	0	3	0.0	0.0	0.75	0.0
60	59	1/2	1/2	4/4	2	1	V65/V						C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	3	9	0.25	0.125	1.375	0.08333333333333333
61	60	0	0	4/4	2	1	V						C	I		V		V							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
61	60	1/4	1/4	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.5	0.0
61	60	1/2	1/2	4/4	2	1	V65						C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	3	9	0.25	0.125	1.375	0.08333333333333333
62	61	0	0	4/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	1.0	0.0
62	61	1/4	1/4	4/4	2	1	IV						C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.0625	0.9375	0.0625
62	61	1/2	1/2	4/4	2	1	V(64)						C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	1	2	0.3333333333333333	0.5	0.25	0.6666666666666666
62	61	3/4	3/4	4/4	2	1	V						C	I		V		V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
63	62	0	0	4/4	2	1	I|PAC}				1		C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	7	10	0.4117647058823529	0.5	2.875	0.14814814814814814
64	62	0	0	4/4	2	1	I|PAC}				2		C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	3.0	0.0
