mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	C.I{	-0.41169	-2.83487	/		C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.5	0.2
1	1	3/8	3/8	3/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
1	1	1/2	1/2	3/4	2	1	V64					C	I		V64	V		64					M	0	0	2, 1, 5		1	2	0	3	0.0	0.0	0.5	0.0
1	1	5/8	5/8	3/4	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	4	0.0	0.0	0.625	0.0
2	2	1/4	1/4	3/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.5	0.0
2	2	3/8	3/8	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
2	2	1/2	1/2	3/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
2	2	5/8	5/8	3/4	2	1	V43					C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	2	0.0	0.0	0.25	0.0
3	3	0	0	3/4	2	1	V65					C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	2	0.0	0.0	0.375	0.0
3	3	1/4	1/4	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
3	3	3/8	3/8	3/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
3	3	1/2	1/2	3/4	2	1	V64					C	I		V64	V		64					M	0	0	2, 1, 5		1	2	0	3	0.0	0.0	0.5	0.0
3	3	5/8	5/8	3/4	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	4	0.0	0.0	0.625	0.0
4	4	1/4	1/4	3/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.5	0.0
4	4	3/8	3/8	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
4	4	1/2	1/2	3/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
4	4	5/8	5/8	3/4	2	1	V43					C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	2	0.0	0.0	0.25	0.0
5	5	0	0	3/4	2	1	I}{					C	I		I	I						}{	M	0	0	0, 4, 1		0	0	3	9	0.25	0.125	1.125	0.1
6	6	0	0	3/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	3	9	0.25	0.125	1.125	0.1
7	7	0	0	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	4	10	0.2857142857142857	0.1875	1.0	0.15789473684210525
8	8	0	0	3/4	2	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	2	3	0.4	0.0625	0.375	0.14285714285714285
8	8	3/16	3/16	3/4	2	1	V6/V	-1.17467	-12.8371	/		C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	0	1	0.0	0.0	0.0625	0.0
8	8	1/4	1/4	3/4	2	1	V	1.56623	-12.7588	/		C	I		V	V							M	0	0	1, 5, 2		1	1	3	5	0.375	0.1875	0.5	0.2727272727272727
9	9	0	0	3/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
9	9	1/8	1/8	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.25	0.0
9	9	1/4	1/4	3/4	2	1	V65					C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	5	0.0	0.0	0.6875	0.0
9	9	1/2	1/2	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
9	9	11/16	11/16	3/4	2	1	vii%7/V	-0.234934	-13.4636	/		C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	0	1	0.0	0.0	0.0625	0.0
10	10	0	0	3/4	2	1	V(64)}					C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1	1	3	0.25	0.0	0.75	0.0
10	10	1/4	1/4	3/4	2	1	V|HC					C	I		V	V					HC		M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	0.875	0.0
11	11	0	0	3/4	2	1	V7{	-0.626491	-4.61441	/		C	I		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1	1	11	0.08333333333333333	0.0625	1.5625	0.038461538461538464
12	12	0	0	3/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	2	10	0.16666666666666666	0.0625	1.5625	0.038461538461538464
13	13	0	0	3/4	2	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
13	13	1/4	1/4	3/4	2	1	V.V65					C	V		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	7	0.0	0.0	1.0	0.0
14	14	0	0	3/4	2	1	I					C	V		I	I							M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.0625	1.6875	0.03571428571428571
15	15	0	0	3/4	2	1	V43					C	V		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	2	13	0.13333333333333333	0.0625	1.8125	0.03333333333333333
16	16	0	0	3/4	2	1	I6	0.0783114	-5.00596	/		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	2	9	0.18181818181818182	0.0625	1.125	0.05263157894736842
16	16	1/2	1/2	3/4	2	1	IV					C	V		IV	IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
16	16	5/8	5/8	3/4	2	1	vii%43	-1.80116	-4.84934	/		C	V		vii%43	vii	%	43					%7	0	0	0, 4, 6, 3		6	0	0	2	0.0	0.0	0.25	0.0
17	17	0	0	3/4	2	1	I6}{					C	V		I6	I		6				}{	M	0	0	5, 2, 1		1	5	4	7	0.36363636363636365	0.25	1.1875	0.17391304347826086
17	17	1/2	1/2	3/4	2	1	V65/IV	0.313246	-6.57219	/		C	V		V65/IV	V		65		IV			Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.25	0.0
18	18	0	0	3/4	2	1	IV	-0.156623	-14.2467	/		C	V		IV	IV							M	0	0	0, 4, 1		0	0	2	3	0.4	0.125	0.5625	0.18181818181818182
18	18	1/4	1/4	3/4	2	1	ii6					C	V		ii6	ii		6					m	0	0	0, 4, 3		3	0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
18	18	1/2	1/2	3/4	2	1	ii65	0	-4.77103	/		C	V		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	4	0.0	0.0	0.25	0.0
19	19	0	0	3/4	2	1	V7					C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	8	22	0.26666666666666666	0.5	1.8125	0.21621621621621623
21	21	0	0	3/4	2	1	I}{					C	V		I	I						}{	M	0	0	1, 5, 2		1	1	3	3	0.5	0.125	0.375	0.25
21	21	1/4	1/4	3/4	2	1	I6					C	V		I6	I		6					M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.0625	0.4375	0.125
