mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
10	10	1/4	1/4	3/8	2	1	V7/IV					C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0	1	3	0.25	0.03125	0.28125	0.1
11	11	0	0	3/8	2	1	IV(b4)					C	I		IV(b4)	IV			b4				M	0	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.4166666666666667	0.0
11	11	1/6	1/6	3/8	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	6	0.14285714285714285	0.041666666666666664	0.4166666666666667	0.0909090909090909
12	12	0	0	3/8	2	1	I(6)					C	I		I(6)	I			6				M	0	0	0, 4, 3		0	0	0	4	0.0	0.0	0.4166666666666667	0.0
12	12	1/6	1/6	3/8	2	1	I6	0.156623	-4.22285		/	C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	1	0.5	0.041666666666666664	0.041666666666666664	0.5
12	12	1/4	1/4	3/8	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.375	0.0
13	13	0	0	3/8	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
13	13	1/8	1/8	3/8	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
13	13	1/4	1/4	3/8	2	1	V65					C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	5	0.0	0.0	0.375	0.0
14	14	0	0	3/8	2	1	I|IAC}					C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0	2	8	0.2	0.041666666666666664	0.6458333333333334	0.0606060606060606
15	15	0	0	3/8	2	1	V.IV					C	V		IV	IV							M	0	0	0, 4, 1		0	0	2	3	0.4	0.25	0.5	0.3333333333333333
16	16	0	0	3/8	2	1	ii					C	V		ii	ii							m	0	0	3, 0, 4		3	3	2	2	0.5	0.0	0.5	0.0
16	16	1/8	1/8	3/8	2	1	ii64					C	V		ii64	ii		64					m	0	0	4, 3, 0		3	4	0	1	0.0	0.0	0.125	0.0
16	16	1/4	1/4	3/8	2	1	I64					C	V		I64	I		64					M	0	0	2, 1, 5		1	2	0	3	0.0	0.0	0.375	0.0
17	17	0	0	3/4	2	1	ii65					C	V		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	5	0.0	0.0	1.0	0.0
17	17	1/4	1/4	3/4	2	1	V(4)	-0.469868	-13.1503		/	C	V		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	3	0.0	0.0	0.5	0.0
17	17	1/2	1/2	3/4	2	1	ii%43	-0.626491	-3.67467		/	C	V		ii%43	ii	%	43					%7	0	0	-3, 1, 3, 0		3	-3	0	3	0.0	0.0	0.75	0.0
18	18	0	0	3/8	2	1	V(64)	0	-4.69272		/	C	V		V(64)	V			64				M	0	0	2, 1, 5		2	2	2	6	0.25	0.03125	0.84375	0.03571428571428571
18	18	1/4	1/4	3/8	2	1	vii%7/V	0	-4.77103		/	C	V		vii%7/V	vii	%	7		V			%7	0	0	7, 4, 1, 5		7	7	0	3	0.0	0.0	0.25	0.0
19	19	0	0	3/8	2	1	V(64)}					C	V		V(64)	V			64			}	M	0	0	2, 1, 5		2	2	1	3	0.25	0.0	0.375	0.0
19	19	1/8	1/8	3/8	2	1	V|HC					C	V		V	V					HC		M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
20	20	0	0	3/8	2	1	V{					C	V		V	V						{	M	0	0	2, 6, 3		2	2	5	4	0.5555555555555556	0.25	0.25	0.5
20	20	5/16	5/16	3/8	2	1	V7					C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.125	0.0
21	21	0	0	3/8	2	1	I					C	V		I	I							M	0	0	1, 5, 2		1	1	4	9	0.3076923076923077	0.1875	0.6875	0.21428571428571427
22	22	0	0	3/8	2	1	V					C	V		V	V							M	0	0	2, 6, 3		2	2	5	6	0.45454545454545453	0.25	0.5	0.3333333333333333
22	22	5/16	5/16	3/8	2	1	V7					C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.125	0.0
23	23	0	0	3/8	2	1	I					C	V		I	I							M	0	0	1, 5, 2		1	1	4	9	0.3076923076923077	0.1875	0.6875	0.21428571428571427
24	24	0	0	3/8	2	1	V[V					C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.625	0.0
24	24	3/16	3/16	3/8	2	1	I					C	V	V	I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
24	24	5/16	5/16	3/8	2	1	viio6/V					C	V	V	viio6/V	vii	o	6		V			o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.125	0.0
25	25	0	0	3/8	2	1	V					C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.625	0.0
25	25	3/16	3/16	3/8	2	1	I					C	V	V	I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
25	25	5/16	5/16	3/8	2	1	viio6/V					C	V	V	viio6/V	vii	o	6		V			o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.125	0.0
26	26	0	0	3/8	2	1	V]					C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.625	0.0
26	26	3/16	3/16	3/8	2	1	vi2					C	V		vi2	vi		2					mm7	0	0	2, 4, 1, 5		4	2	0	2	0.0	0.0	0.25	0.0
26	26	1/4	1/4	3/8	2	1	V2					C	V		V2	V		2					Mm7	0	0	0, 2, 6, 3		2	0	0	3	0.0	0.0	0.25	0.0
27	27	0	0	3/8	2	1	i6}					C	V		i6	i		6				}	m	0	0	-2, 2, 1		1	-2	2	3	0.4	0.0	0.75	0.0
28	28	0	0	3/8	2	1	i{					C	V		i	i						{	m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	0.1875	0.0
28	28	1/8	1/8	3/8	2	1	viio43/V					C	V		viio43/V	vii	o	43		V			o7	0	0	1, -2, 7, 4		7	1	1	5	0.16666666666666666	0.0	0.75	0.0
29	29	0	0	3/8	2	1	V6					C	V		V6	V		6					M	0	0	6, 3, 2		2	6	6	9	0.4	0.1875	0.5625	0.25
30	30	0	0	3/8	2	1	i					C	V		i	i							m	0	0	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
30	30	1/8	1/8	3/8	2	1	viio43/V					C	V		viio43/V	vii	o	43		V			o7	0	0	1, -2, 7, 4		7	1	1	5	0.16666666666666666	0.0	0.75	0.0
31	31	0	0	3/8	2	1	V6					C	V		V6	V		6					M	0	0	6, 3, 2		2	6	6	9	0.4	0.1875	0.5625	0.25
32	32	0	0	3/8	2	1	I					C	V		I	I							M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
32	32	1/8	1/8	3/8	2	1	IV6					C	V		IV6	IV		6					M	0	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
32	32	1/4	1/4	3/8	2	1	I6					C	V		I6	I		6					M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
33	33	0	0	3/8	2	1	IV					C	V		IV	IV							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
33	33	1/8	1/8	3/8	2	1	viio6					C	V		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
33	33	1/4	1/4	3/8	2	1	I6					C	V		I6	I		6					M	0	0	5, 2, 1		1	5	2	5	0.2857142857142857	0.03125	0.34375	0.08333333333333333
34	34	0	0	3/8	2	1	IV6					C	V		IV6	IV		6					M	0	0	4, 1, 0		0	4	1	3	0.25	0.0	0.625	0.0
34	34	1/4	1/4	3/8	2	1	viio					C	V		viio	vii	o						o	0	0	6, 3, 0		6	6	0	2	0.0	0.0	0.25	0.0
35	35	0	0	3/8	2	1	I					C	V		I	I							M	0	0	1, 5, 2		1	1	1	4	0.2	0.03125	0.34375	0.08333333333333333
35	35	1/8	1/8	3/8	2	1	ii65	0	-5.2409		/	C	V		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	3	0.0	0.0	0.5	0.0
35	35	1/4	1/4	3/8	2	1	V					C	V		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
36	36	0	0	3/8	2	1	vi|DC					C	V		vi	vi					DC		m	0	0	4, 1, 5		4	4	1	4	0.2	0.03125	0.46875	0.0625
36	36	1/8	1/8	3/8	2	1	ii6	0	-4.61441		/	C	V		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	2	0.0	0.0	0.375	0.0
36	36	1/4	1/4	3/8	2	1	V					C	V		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
37	37	0	0	3/8	2	1	I|PAC}					C	V		I	I					PAC	}	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
38	38	0	0	3/8	2	1	I{					C	V		I	I						{	M	0	0	1, 5, 2		1	1	2	5	0.2857142857142857	0.0625	0.4375	0.125
38	38	1/4	1/4	3/8	2	1	I2					C	V		I2	I		2					Mm7	0	0	-1, 1, 5, 2		1	-1	1	1	0.5	0.125	0.125	0.5
39	39	0	0	3/8	2	1	vi					C	V		vi	vi							m	0	0	4, 1, 5		4	4	2	5	0.2857142857142857	0.0625	0.4375	0.125
39	39	1/4	1/4	3/8	2	1	vi2					C	V		vi2	vi		2					mm7	0	0	2, 4, 1, 5		4	2	0	2	0.0	0.0	0.25	0.0
40	40	0	0	3/8	2	1	ii65					C	V		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	6	0.0	0.0	0.8125	0.0
40	40	1/4	1/4	3/8	2	1	V					C	V		V	V							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.03125	0.25	0.1111111111111111
40	40	11/32	11/32	3/8	2	1	V7					C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.03125	0.0
41	41	0	0	3/8	2	1	I|IAC}{	-0.234934	-3.9096		/	C	V		I	I					IAC	}{	M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.041666666666666664	0.3333333333333333	0.1111111111111111
41	41	1/8	1/8	3/8	2	1	I6					C	V		I6	I		6					M	0	0	5, 2, 1		1	5	0	6	0.0	0.0	0.6875	0.0
42	42	0	0	3/8	2	1	ii65					C	V		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	6	0.0	0.0	0.8125	0.0
42	42	1/4	1/4	3/8	2	1	V					C	V		V	V							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.03125	0.25	0.1111111111111111
42	42	11/32	11/32	3/8	2	1	V7					C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.03125	0.0
43	43	0	0	3/8	2	1	I|IAC}	0.0783114	-4.22285		/	C	V		I	I					IAC	}	M	0	0	1, 5, 2		1	1	6	7	0.46153846153846156	0.2916666666666667	0.5833333333333334	0.33333333333333337
44	44	0	0	3/8	2	1	I.I{					C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.0625	0.6875	0.08333333333333333
44	44	1/4	1/4	3/8	2	1	I2					C	I		I2	I		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	1	0.5	0.125	0.125	0.5
45	45	0	0	3/8	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	2	5	0.2857142857142857	0.0625	0.4375	0.125
45	45	1/4	1/4	3/8	2	1	vi2					C	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1	0	2	0.0	0.0	0.25	0.0
46	46	0	0	3/8	2	1	ii65					C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	6	0.0	0.0	0.8125	0.0
46	46	1/4	1/4	3/8	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.03125	0.25	0.1111111111111111
46	46	11/32	11/32	3/8	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	1	0.0	0.0	0.03125	0.0
47	47	0	0	3/8	2	1	I|IAC}{					C	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.041666666666666664	0.3333333333333333	0.1111111111111111
47	47	1/8	1/8	3/8	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	0.6875	0.0
48	48	0	0	3/8	2	1	ii65					C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	6	0.0	0.0	0.8125	0.0
48	48	1/4	1/4	3/8	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.03125	0.25	0.1111111111111111
48	48	11/32	11/32	3/8	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	1	0.0	0.0	0.03125	0.0
49	49	0	0	3/8	2	1	I(4)}{					C	I		I(4)	I			4			}{	M	0	0	0, -1, 1		0	0	0	1	0.0	0.0	0.125	0.0
49	49	1/8	1/8	3/8	2	1	iio6/ii					C	I		iio6/ii	ii	o	6		ii			o	0	0	1, -2, 4		4	1	2	8	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
50	50	0	0	3/8	2	1	#viio43/ii					C	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1	1	3	0.25	0.0	0.625	0.0
50	50	1/4	1/4	3/8	2	1	ii6(#7)					C	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1	0	3	0.0	0.0	0.375	0.0
51	51	1/8	1/8	3/8	2	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	2	8	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
52	52	0	0	3/8	2	1	iv					C	I		iv	iv							m	0	0	-1, -4, 0		-1	-1	1	7	0.125	0.041666666666666664	0.8333333333333334	0.047619047619047616
53	53	0	0	3/8	2	1	I6(4)}{					C	I		I6(4)	I		6	4			}{	M	0	0	-1, 1, 0		0	-1	1	4	0.2	0.041666666666666664	0.4583333333333333	0.08333333333333333
53	53	1/8	1/8	3/8	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	3	4	0.42857142857142855	0.125	0.25	0.3333333333333333
54	54	0	0	3/8	2	1	ii(2)					C	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4	1	4	0.2	0.041666666666666664	0.4583333333333333	0.08333333333333333
54	54	1/8	1/8	3/8	2	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	3	4	0.42857142857142855	0.125	0.25	0.3333333333333333
55	55	0	0	3/8	2	1	#viio43/vi					C	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2	1	7	0.125	0.03125	0.84375	0.03571428571428571
56	56	0	0	3/8	2	1	i6/vi	0	-4.14454		/	C	I		i6/vi	i		6		vi			m	0	0	0, 4, 3		3	0	4	4	0.5	0.28125	0.34375	0.45
57	57	0	0	3/8	2	1	viio43/V/vi					C	I		viio43/V/vi	vii	o	43		V/vi			o7	0	0	3, 0, 9, 6		9	3	1	7	0.125	0.03125	0.84375	0.03571428571428571
58	58	0	0	3/8	2	1	V6/vi}					C	I		V6/vi	V		6		vi		}	M	0	0	8, 5, 4		4	8	4	4	0.5	0.28125	0.34375	0.45
59	59	0	0	3/8	2	1	V/vi{					C	I		V/vi	V				vi		{	M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
59	59	1/8	1/8	3/8	2	1	V7/vi					C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.03125	0.34375	0.08333333333333333
59	59	1/4	1/4	3/8	2	1	V2/vi					C	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
60	60	0	0	3/8	2	1	vi6					C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0	3	7	0.3	0.0625	0.9375	0.0625
60	60	5/16	5/16	3/8	2	1	iio6(+4)/vi	-1.64454	-11.4275		/	C	I		iio6(+4)/vi	ii	o	6	+4	vi			o	0	0	2, -1, 5	4	5	2	0	2	0.0	0.0	0.125	0.0
61	61	0	0	3/8	2	1	V(64)/vi}	-0.234934	-2.65662		/	C	I		V(64)/vi	V			64	vi		}	M	0	0	4, 3, 0		4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
61	61	1/8	1/8	3/8	2	1	I6{					C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.4375	0.0
61	61	1/4	1/4	3/8	2	1	VI/ii	-1.09636	-0.542216		/	C	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.3125	0.0
62	62	0	0	3/8	2	1	V6(b2)/ii					C	I		V6(b2)/ii	V		6	b2	ii			M	0	0	7, 4, -9		3	7	2	2	0.5	0.25	0.25	0.5
62	62	1/4	1/4	3/8	2	1	V7/ii					C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.375	0.0
63	63	0	0	3/8	2	1	ii(4)					C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
63	63	1/4	1/4	3/8	2	1	ii%2					C	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0	0	4	0.0	0.0	0.375	0.0
64	64	0	0	3/8	2	1	V6(b2)					C	I		V6(b2)	V		6	b2				M	0	0	5, 2, -4		1	5	1	3	0.25	0.0625	0.4375	0.125
64	64	1/4	1/4	3/8	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.375	0.0
65	65	0	0	3/8	2	1	V(64)}					C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1	1	3	0.25	0.0	0.375	0.0
65	65	1/8	1/8	3/8	2	1	V|HC					C	I		V	V					HC		M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
65	65	1/4	1/4	3/8	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.25	0.0
66	66	0	0	3/8	2	1	I6{					C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4	2	7	0.2222222222222222	0.1875	0.9375	0.16666666666666666
67	67	0	0	3/8	2	1	IV(#2)					C	I		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1	0	3	0.0	0.0	0.4375	0.0
67	67	1/8	1/8	3/8	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
67	67	1/4	1/4	3/8	2	1	V6/V					C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.25	0.2
68	68	0	0	3/8	2	1	V	0.861425	3.50276		/	C	I		V	V							M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.3125	0.5625	0.35714285714285715
68	68	1/4	1/4	3/8	2	1	V6/vi					C	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
69	69	0	0	3/8	2	1	vi(^2)					C	I		vi(^2)	vi			^2				m	0	0	3, 5, 4		3	3	0	3	0.0	0.0	0.4375	0.0
69	69	1/8	1/8	3/8	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	0.375	0.0
69	69	1/4	1/4	3/8	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.25	0.2
70	70	0	0	3/8	2	1	viio(#2)					C	I		viio(#2)	vii	o		#2				o	0	0	5, 7, -1		5	5	0	3	0.0	0.0	0.4375	0.0
70	70	1/8	1/8	3/8	2	1	viio					C	I		viio	vii	o						o	0	0	5, 2, -1		5	5	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
70	70	1/4	1/4	3/8	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.3125	0.0
71	71	0	0	3/8	2	1	i					C	I		i	i							m	0	0	0, -3, 1		0	0	2	3	0.4	0.0	0.375	0.0
71	71	1/8	1/8	3/8	2	1	V6	0.313246	-4.77103		/	C	I		V6	V		6					M	0	0	5, 2, 1		1	5	1	5	0.16666666666666666	0.0625	0.4375	0.125
72	72	0	0	3/8	2	1	i}					C	I		i	i						}	m	0	0	0, -3, 1		0	0	4	3	0.5714285714285714	0.0625	0.3125	0.16666666666666666
72	72	1/8	1/8	3/8	2	1	V6|HC	0	-6.72881		/	C	I		V6	V		6			HC		M	0	0	5, 2, 1		1	5	4	6	0.4	0.125	0.375	0.25
73	73	0	0	3/8	2	1	I{					C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.0625	0.4375	0.125
73	73	1/4	1/4	3/8	2	1	I2					C	I		I2	I		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	1	0.5	0.125	0.125	0.5
74	74	0	0	3/8	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	2	5	0.2857142857142857	0.0625	0.4375	0.125
74	74	1/4	1/4	3/8	2	1	vi2					C	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1	0	2	0.0	0.0	0.25	0.0
75	75	0	0	3/8	2	1	ii65					C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	6	0.0	0.0	0.8125	0.0
75	75	1/4	1/4	3/8	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.03125	0.25	0.1111111111111111
75	75	11/32	11/32	3/8	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	1	0.0	0.0	0.03125	0.0
76	76	0	0	3/8	2	1	I|IAC}{					C	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.041666666666666664	0.3333333333333333	0.1111111111111111
76	76	1/8	1/8	3/8	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	0.6875	0.0
77	77	0	0	3/8	2	1	ii65					C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	6	0.0	0.0	0.8125	0.0
77	77	1/4	1/4	3/8	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.03125	0.25	0.1111111111111111
77	77	11/32	11/32	3/8	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	1	0.0	0.0	0.03125	0.0
78	78	0	0	3/8	2	1	I|IAC}					C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0	6	7	0.46153846153846156	0.2916666666666667	0.5833333333333334	0.33333333333333337
79	79	0	0	3/8	2	1	IV	0.391557	-12.9154		/	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
