mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
54	54	0	0	4/4	2	1	IV64					C	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0	0	10	0.0	0.0	1.5	0.0
54	54	1/2	1/2	4/4	2	1	I(64)					C	I		I(64)		I			64				M	0	0	0, -1, 3		0	0	1	2	0.3333333333333333	0.0	0.25	0.0
54	54	5/8	5/8	4/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
55	55	0	0	4/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	8	0.1111111111111111	0.125	1.25	0.09090909090909091
55	55	1/2	1/2	4/4	2	1	I(94)}					C	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0	0	3	0.0	0.0	0.25	0.0
55	55	5/8	5/8	4/4	2	1	I|IAC					C	I		I		I					IAC		M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
55	55	7/8	7/8	4/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.375	0.0
56	56	0	0	4/4	2	1	I{					C	I		I		I						{	M	0	0	0, 4, 1		0	0	4	6	0.4	0.25	0.625	0.2857142857142857
56	56	1/2	1/2	4/4	2	1	V(9)					C	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1	0	3	0.0	0.0	0.5	0.0
56	56	3/4	3/4	4/4	2	1	V					C	I		V		V							M	0	0	1, 5, 2		1	1	3	3	0.5	0.3125	0.4375	0.4166666666666667
57	57	0	0	4/4	2	1	I(4)					C	I		I(4)		I			4				M	0	0	0, -1, 1		0	0	0	3	0.0	0.0	0.5	0.0
57	57	1/4	1/4	4/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
57	57	1/2	1/2	4/4	2	1	IV(4)					C	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1	1	3	0.25	0.1875	0.375	0.3333333333333333
57	57	11/16	11/16	4/4	2	1	IV					C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	4	4	0.5	0.15625	0.15625	0.5
58	58	0	0	4/4	2	1	V65					C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	4	9	0.3076923076923077	0.5	2.0	0.2
59	59	0	0	4/4	2	1	I|IAC}{					C	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.25	1.0	0.2
59	59	1/2	1/2	4/4	2	1	IV					C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	2	11	0.15384615384615385	0.25	1.5	0.14285714285714285
60	60	3/8	3/8	4/4	2	1	ii6	0	-3.67198		/	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
60	60	1/2	1/2	4/4	2	1	i64	0.319631	-3.77852		/	C	I		i64		i		64					m	0	0	1, 0, -3		0	1	1	3	0.25	0.25	0.625	0.2857142857142857
60	60	3/4	3/4	4/4	2	1	It6	0	-4.09815		/	C	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4	0	3	0.0	0.0	0.625	0.0
61	61	0	0	4/4	2	1	V	-0.532718	-4.2047		/	C	I		V		V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
61	61	1/8	1/8	4/4	2	1	IV	0.106544	-4.31124		/	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.625	0.0
61	61	3/8	3/8	4/4	2	1	ii6	0	-4.63087		/	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
61	61	1/2	1/2	4/4	2	1	V(64)	0.213087	-4.2047		/	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	3	0.0	0.0	0.75	0.0
61	61	3/4	3/4	4/4	2	1	V	0.106544	-4.41779		/	C	I		V		V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
62	62	0	0	4/4	2	1	I|PAC}{					C	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	0.625	0.0
62	62	1/4	1/4	4/4	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	0.75	0.0
62	62	1/2	1/2	4/4	2	1	I64					C	I		I64		I		64					M	0	0	1, 0, 4		0	1	0	4	0.0	0.0	0.375	0.0
62	62	5/8	5/8	4/4	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	7	0.0	0.0	0.625	0.0
62	62	15/16	15/16	4/4	2	1	#viio/vi	-2.55705	-4.2047		/	C	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.1875	0.0
63	63	0	0	4/4	2	1	vi					C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	0.375	0.0
63	63	1/8	1/8	4/4	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
63	63	1/4	1/4	4/4	2	1	IV					C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
63	63	3/8	3/8	4/4	2	1	V					C	I		V		V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
63	63	1/2	1/2	4/4	2	1	I(^7^2)}					C	I		I(^7^2)		I			^7^2			}	M	0	0	0, 2, 1	5	0	0	0	4	0.0	0.0	0.75	0.0
63	63	3/4	3/4	4/4	2	1	I|PAC	0.532718	-4.09815		/	C	I		I		I					PAC		M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
