mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
9	8	47/2	53/2	0.5	2	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	77									
10	9	24	27	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	78									4
10	9	51/2	57/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	79									
10	9	103/4	115/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	80									
10	9	26	29	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	81									
10	9	24	27	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	82									
10	9	25	28	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	83									
11	10	27	30	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	84									
11	10	27	30	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	85									
11	10	55/2	61/2	0.0		1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	86									
11	10	55/2	61/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	87									
11	10	28	31	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	88									
11	10	27	30	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	89									5
11	10	57/2	63/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	90									5
11	10	115/4	127/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	91									5
11	10	29	32	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	92									
12	11	30	33	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	93									
12	11	63/2	69/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	94									
12	11	32	35	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	95									
12	11	32	35	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	96									
12	11	65/2	71/2	0.0		5/8	5/8	Chord	3/4	1	1	0	grace16	1/16	1	97									
12	11	65/2	71/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	98									
12	11	30	33	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	99									
12	11	61/2	67/2	0.0		1/8	1/8	Chord	3/4	2	1	0	grace16	1/16	1	100									
12	11	61/2	67/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	101									
12	11	31	34	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	102									
12	11	32	35	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	103									
13	12	33	36	0.0		0	0	Chord	3/4	1	1	0	grace4	1/4	1	104									
13	12	33	36	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	105									
13	12	35	38	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	106									
13	12	33	36	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	107									6
13	12	34	37	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	108									6
13	12	35	38	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	109									
14	13	36	39	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	110									
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	111									
14	13	38	41	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	112									
14	13	38	41	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	113									
14	13	77/2	83/2	0.0		5/8	5/8	Chord	3/4	1	1	0	grace16	1/16	1	114									
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	115									
14	13	36	39	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	116									
14	13	37	40	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	117									
14	13	38	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	118									
15	14	39	42	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	119									
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	120									
15	14	41	44	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	121									
15	14	41	44	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	122									
15	14	83/2	89/2	0.0		5/8	5/8	Chord	3/4	1	1	0	grace16	1/16	1	123									
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	124									
15	14	39	42	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	125									
15	14	79/2	85/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	126									
15	14	40	43	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	127									
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	128									
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	129									
16	15	42	45	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	130									
16	15	42	45	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	131									
16	15	85/2	91/2	0.0		1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	132									
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	133									
16	15	43	46	0.0		1/4	1/4	Chord	3/4	1	1	0	grace4	1/4	1	134									
16	15	43	46	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	135		ornamentPrecompSlide							
16	15	42	45	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	136									
16	15	43	46	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	137									
16	15	44	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	138									
17	16		48	3.0	1	0	0	Chord	3/4	1	1	3/4		1/2	3/2	139									
17	16		48	0.5	1	0	0	Chord	3/4	2	1	1/8		1/8	1	140									
17	16		97/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	141									
17	16		49	0.0	1	1/4	1/4	Chord	3/4	2	1	0	grace16	1/16	1	142									
17	16		49	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	143									
17	16		99/2	0.0	1	3/8	3/8	Chord	3/4	2	1	0	grace16	1/16	1	144									
17	16		99/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	145									
17	16		50	0.0	1	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	146									
17	16		50	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	147									
17	16		101/2	0.0	1	5/8	5/8	Chord	3/4	2	1	0	grace16	1/16	1	148									
17	16		101/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	149									
18	16	45	51	3.0	2	0	0	Chord	3/4	1	1	3/4		1/2	3/2	150									
18	16	45	51	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	151									
18	16	46	52	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	152									
18	16	47	53	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	153									
19	17	48	54	0.0		0	0	StaffText	3/4	1	1	0							Minuetto II.						
19	17	48	54	0.0		0	0	Dynamic	3/4	1	1	0					p								
19	17	48	54	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	154									
19	17	49	55	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	155									
19	17	50	56	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	156									
20	18	51	57	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	157									
20	18	53	59	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	158									
20	18	51	57	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	159									
20	18	52	58	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	160									
20	18	53	59	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	161									
21	19	54	60	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	162									
21	19	55	61	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	163									7
21	19	56	62	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	164									
21	19	54	60	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	165									
21	19	56	62	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	166									
22	20	57	63	0.0		0	0	Chord	3/4	1	1	0	grace4	1/4	1	167									
22	20	57	63	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	168									
22	20	59	65	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	169									
22	20	57	63	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	170									
22	20	58	64	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	171									8
22	20	59	65	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	172									
23	21	60	66	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	173									9
23	21	61	67	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	174									
23	21	62	68	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	175									
23	21	60	66	0.0		0	0	Chord	3/4	2	1	0	grace4	1/4	1	176									
23	21	60	66	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	177									
23	21	62	68	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	178									
24	22	63	69	0.0		0	0	Chord	3/4	1	1	0	grace4	1/4	1	179									
24	22	63	69	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	180									
24	22	65	71	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	181									
24	22	63	69	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	182									10
24	22	64	70	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	183									
24	22	65	71	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	184									
25	23	66	72	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	185									
25	23	133/2	145/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	186									
25	23	135/2	147/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	187									
25	23	68	74	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	188									
25	23	137/2	149/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	189									
25	23	66	72	0.0		0	0	Chord	3/4	2	1	0	grace4	1/4	1	190									
25	23	66	72	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	191									
25	23	68	74	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	192									
26	24	69	75	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/2	1	193									
26	24	69	75	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	194									
26	24	69	75	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	195									
26	24	70	76	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	196									
27	25	72	78	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	197									11
27	25	73	79	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	198									11
27	25	74	80	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	199									
28	26	75	81	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	200									
28	26	77	83	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	201									
28	26	75	81	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	202									12
28	26	76	82	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	203									12
28	26	77	83	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	204									
29	27	78	84	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	205									
29	27	79	85	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	206									
29	27	80	86	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	207									
29	27	78	84	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	208									
29	27	80	86	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	209									
30	28	81	87	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	210									
30	28	81	87	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	211									
30	28	82	88	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	212									
30	28	81	87	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	213									
30	28	82	88	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	214									
30	28	83	89	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	215									
31	29	84	90	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	216									
31	29	85	91	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	217									
31	29	86	92	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	218									
31	29	84	90	0.0		0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	219									
31	29	84	90	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	220									
31	29	85	91	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	221									
32	30	87	93	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/2	1	222									
32	30	87	93	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	223									
32	30	87	93	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	224									
32	30	88	94	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	225									
32	30	89	95	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	226									
33	31	90	96	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	227									
33	31	91	97	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	228									
33	31	92	98	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	229									
33	31	90	96	0.0		0	0	Chord	3/4	2	1	0	grace4	1/4	1	230									
33	31	90	96	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	231									
34	32	93	99	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	232									
34	32	94	100	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	233									
34	32	93	99	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	234									
34	32	94	100	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	235									
34	32	95	101	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	236									
35	33	96	102	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	237									
35	33	193/2	205/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	238									
35	33	195/2	207/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	239									
35	33	98	104	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	240									
35	33	197/2	209/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	241									
35	33	96	102	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	242									
35	33	97	103	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	243									
36	34	99	105	0.0		0	0	Chord	3/4	1	1	0	grace4	1/4	1	244									
36	34	99	105	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	245									
36	34	101	107	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	246									
36	34	99	105	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	247									
36	34	199/2	211/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	248									
36	34	201/2	213/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	249									
36	34	101	107	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	250									
36	34	203/2	215/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	251									
37	35	102	108	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	252									
37	35	205/2	217/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	253									
37	35	207/2	219/2	1.0		3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	254									
37	35	209/2	221/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	255									
37	35	102	108	0.0		0	0	Chord	3/4	2	1	0	grace4	1/4	1	256									
37	35	102	108	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	257									
37	35	104	110	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	258									
38	36	105	111	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	259									
38	36	106	112	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	260									
38	36	107	113	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	261									
38	36	215/2	227/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	262									
38	36	105	111	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	263									
38	36	211/2	223/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	264									
38	36	213/2	225/2	1.0		3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	265									
38	36	215/2	227/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	266									
39	37	108	114	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	267									
39	37	219/2	231/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	268									
39	37	110	116	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	269									
39	37	108	114	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	270									
39	37	109	115	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	271									
39	37	110	116	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	272									
39	37	221/2	233/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	273									
40	38	111	117	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	274									
40	38	223/2	235/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	275									
40	38	112	118	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	276		ornamentShortTrill							
40	38	227/2	239/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	277									
40	38	455/4	479/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	278									
40	38	111	117	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	279									
40	38	225/2	237/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	280									
40	38	113	119	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	281									
41	39	114	120	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	282									
41	39	229/2	241/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	283									
41	39	115	121	0.0		1/4	1/4	Chord	3/4	1	1	0	grace4	1/4	1	284									
41	39	115	121	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	285		ornamentShortTrill							
41	39	114	120	0.0		0	0	StaffText	3/4	2	1	0							Minuetto I da Capo.						
41	39	114	120	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	286									
41	39	229/2	241/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	287									
41	39	115	121	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	288									
41	39	116	122	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	289									
42	40	117	123	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	290									
42	40	117	123	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	291									
42	40	118	124	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	292									
42	40	119	125	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	293									
