mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	3/8	1	1	0							Vivace.						
1	1	0	0	0.0	0	0	Dynamic	3/8	1	1	0					f								
1	1	0	0	0.0	0	0	Tempo	3/8	1	1	0								𝅘𝅥.=59	88.0	𝅘𝅥.	59.0	0.0	
1	1	0	0	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	0									
1	1	1/8	1/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	1									
1	1	1/4	1/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	2									
1	1	3/8	3/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	3									
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	4		articStaccatoAbove							
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	5									
1	1	1	1	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	6									
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	7									
1	1	1	1	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	8									
2	2	3/2	3/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	9									
2	2	13/8	13/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	10									
2	2	7/4	7/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	11									
2	2	15/8	15/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	12									
2	2	2	2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	13		articStaccatoAbove							
2	2	2	2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	14									
2	2	5/2	5/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	15									
2	2	2	2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	16									
2	2	5/2	5/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	17									
3	3	3	3	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	18									
3	3	7/2	7/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	19									0
3	3	17/4	17/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	20									0
3	3	35/8	35/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	21									
3	3	3	3	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	22									
3	3	7/2	7/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	23									
3	3	4	4	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	24									
