mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	2	1		a.i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/4	1/4	3/4	2	1		#viio7	a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
2	2	0	0	3/4	2	1		i(64)	a	i		i(64)	i			64				m	1	1	0, -1, -4		0	0
2	2	1/4	1/4	3/4	2	1		i}	a	i		i	i						}	m	1	1	0, -3, 1		0	0
3	3	0	0	3/4	2	1		ii%65(2){	a	i		ii%65(2)	ii	%	65	2			{	%7	1	1	-1, -4, 0, -3		2	-1
3	3	1/4	1/4	3/4	2	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	5/8	5/8	3/4	2	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	3/4	2	1		VI(6)|DC}{	a	i		VI(6)	VI			6		DC	}{	M	1	1	-4, 0, -1		-4	-4
4	4	1/4	1/4	3/4	2	1		VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	5/8	5/8	3/4	2	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	0	0	3/4	2	1		iv7	a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
5	5	1/8	1/8	3/4	2	1		iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	5/8	5/8	3/4	2	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
6	6	0	0	3/4	2	1		i|IAC}	a	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
7	7	0	0	3/4	2	1		III.vi{	a	III		vi	vi						{	m	1	0	3, 0, 4		3	3
