mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	2	1		C.I	C	I		I	I							M	0	0	0, 4, 1		0	0
1	1	3/8	3/8	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	1/2	1/2	3/4	2	1		V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
1	1	5/8	5/8	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	1/4	1/4	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	3/8	3/8	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/2	1/2	3/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	5/8	5/8	3/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	0	0	3/4	2	1		V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	1/4	1/4	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	3/8	3/8	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	1/2	1/2	3/4	2	1		V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
3	3	5/8	5/8	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	1/4	1/4	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	3/8	3/8	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	1/2	1/2	3/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	5/8	5/8	3/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	1/4	1/4	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	1/4	1/4	3/4	2	1		IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	6	1/2	1/2	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	3/16	3/16	3/4	2	1		V6/V	C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
8	8	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	1/8	1/8	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	1/4	1/4	3/4	2	1		V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	11/16	11/16	3/4	2	1		vii%7/V	C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
10	10	0	0	3/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	10	1/4	1/4	3/4	2	1		V\\	C	I		V	V						\\	M	0	0	1, 5, 2		1	1
11	11	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	3/4	2	1		I\\	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
13	13	0	0	3/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
13	13	1/4	1/4	3/4	2	1		V.V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	0	0	3/4	2	1		I	C	V		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	3/4	2	1		V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	0	0	3/4	2	1		I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	1/2	1/2	3/4	2	1		IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	5/8	5/8	3/4	2	1		vii%43	C	V		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
17	17	0	0	3/4	2	1		I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	1/2	1/2	3/4	2	1		V2/IV	C	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
18	18	0	0	3/4	2	1		IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	1/4	1/4	3/4	2	1		ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	18	1/2	1/2	3/4	2	1		ii7	C	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	19	0	0	3/4	2	1		V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	11/16	11/16	3/4	2	1		V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	0	0	3/4	2	1		I	C	V		I	I							M	0	0	0, 4, 1		0	0
21	21	1/4	1/4	3/4	2	1		I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	1/2	1/2	3/4	2	1		V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	0	0	3/4	2	1		I	C	V		I	I							M	0	0	0, 4, 1		0	0
23	23	0	0	3/4	2	1		ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	1/4	1/4	3/4	2	1		V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
