mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	3/4	3/4	0						firstMeasure	2
2	2	0	3/4	3/4	0							3
3	3	0	3/4	3/4	0							4
4	4	0	3/4	3/4	0							5
5	5	0	3/4	3/4	0					line		6
6	6	0	3/4	3/4	0							7
7	7	0	3/4	3/4	0							8
8	8	0	3/4	3/4	0							9
9	9	0	3/4	3/4	0					line		10
10	10	0	3/4	3/4	0							11
11	11	0	3/4	3/4	0							12
12	12	0	3/4	3/4	0							13
13	13	0	3/4	3/4	0							14
14	14	0	3/4	3/4	0					line		15
15	15	0	3/4	3/4	0							16
16	16	0	3/4	3/4	0							17
17	17	0	3/4	3/4	0							18
18	18	0	3/4	3/4	0					line		19
19	19	0	3/4	3/4	0							20
20	20	0	3/4	3/4	0							21
21	21	0	3/4	3/4	0					line		22
22	22	0	3/4	3/4	0							23
23	23	0	3/4	3/4	0							24, 25
24	24	0	3/4	3/4	0	1					end	1
25	24	0	3/4	3/4	0	2		1	double	line		26
26	25	0	3/4	3/4	0							27
27	26	0	3/4	3/4	0							28
28	27	0	3/4	3/4	0							29
29	28	0	3/4	3/4	0							30
30	29	0	3/4	3/4	0					line		31
31	30	0	3/4	3/4	0							32
32	31	0	3/4	3/4	0							33
33	32	0	3/4	3/4	0							34
34	33	0	3/4	3/4	0					line		35
35	34	0	3/4	3/4	0							36
36	35	0	3/4	3/4	0							37
37	36	0	3/4	3/4	0							38
38	37	0	3/4	3/4	0							39
39	38	0	3/4	3/4	0					line		40
40	39	0	3/4	3/4	0							41
41	40	0	3/4	3/4	0							42
42	41	0	3/4	3/4	0							43
43	42	0	3/4	3/4	0					line		44
44	43	0	3/4	3/4	0							45
45	44	0	3/4	3/4	0							46
46	45	0	3/4	3/4	0							47
47	46	0	3/4	3/4	0					line		48
48	47	0	3/4	3/4	0							49
49	48	0	3/4	3/4	0							50
50	49	0	3/4	3/4	0							51
51	50	0	3/4	3/4	0					line		52
52	51	0	3/4	3/4	0							53
53	52	0	3/4	3/4	0							54
54	53	0	3/4	3/4	0							55
55	54	0	3/4	3/4	0					line		56
56	55	0	3/4	3/4	0							57
57	56	0	3/4	3/4	0							58
58	57	0	3/4	3/4	0							59
59	58	0	3/4	3/4	0					line		60
60	59	0	3/4	3/4	0							61
61	60	0	3/4	3/4	0							62
62	61	0	3/4	3/4	0							63
63	62	0	3/4	3/4	0					line		64
64	63	0	3/4	3/4	0							65
65	64	0	3/4	3/4	0							66
66	65	0	3/4	3/4	0							67, 68
67	66	0	3/4	3/4	0	1					end	1
68	66	0	3/4	3/4	0	2		1	end	line	lastMeasure	-1
