mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.3333333333333333	0	3/4	2/2	1	1	1/12		1/8	2/3		3	69	A4	4	0
1	0	1/3	0.3333333333333333	1/12	5/6	2/2	1	1	1/12		1/8	2/3		5	71	B4	4	1
1	0	2/3	0.3333333333333333	1/6	11/12	2/2	1	1	1/12		1/8	2/3		7	73	C#5	5	2
2	1	1	0.3333333333333333	0	0	2/2	1	1	1/12		1/8	2/3		2	74	D5	5	3
2	1	4/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12		1/8	2/3		6	78	F#5	5	4
2	1	5/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12		1/8	2/3		3	81	A5	5	5
2	1	2	0.3333333333333333	1/4	1/4	2/2	1	2	1/12		1/8	2/3		2	62	D4	4	13
2	1	2	1.0	1/4	1/4	2/2	1	1	1/4		1/4	1		2	74	D5	5	6
2	1	7/3	0.3333333333333333	1/3	1/3	2/2	1	2	1/12		1/8	2/3		6	66	F#4	4	14
2	1	8/3	0.3333333333333333	5/12	5/12	2/2	1	2	1/12		1/8	2/3		3	69	A4	4	15
2	1	3	0.3333333333333333	1/2	1/2	2/2	1	1	1/12		1/8	2/3		2	62	D4	4	7
2	1	10/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12		1/8	2/3		6	66	F#4	4	8
2	1	11/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12		1/8	2/3		3	69	A4	4	9
2	1	4	1.0	3/4	3/4	2/2	2	1	1/4		1/4	1		7	61	C#4	4	17
2	1	4	0.3333333333333333	3/4	3/4	2/2	1	1	1/12		1/8	2/3		6	66	F#4	4	10
2	1	4	1.0	3/4	3/4	2/2	1	2	1/4		1/4	1		3	69	A4	4	16
2	1	13/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12		1/8	2/3		3	69	A4	4	11
2	1	14/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12		1/8	2/3		6	78	F#5	5	12
3	2	5	0.3333333333333333	0	0	2/2	2	1	1/12		1/8	2/3		5	47	B2	2	28
3	2	5	2.0	0	0	2/2	1	2	1/2		1/2	1		5	71	B4	4	25
3	2	5	2.0	0	0	2/2	1	1	1/2		1/2	1	1	2	74	D5	5	18
3	2	16/3	0.3333333333333333	1/12	1/12	2/2	2	1	1/12		1/8	2/3		2	50	D3	3	29
3	2	17/3	0.3333333333333333	1/6	1/6	2/2	2	1	1/12		1/8	2/3		6	54	F#3	3	30
3	2	6	0.3333333333333333	1/4	1/4	2/2	2	1	1/12		1/8	2/3		5	59	B3	3	31
3	2	19/3	0.3333333333333333	1/3	1/3	2/2	2	1	1/12		1/8	2/3		3	57	A3	3	32
3	2	20/3	0.3333333333333333	5/12	5/12	2/2	2	1	1/12		1/8	2/3		1	55	G3	3	33
