mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	4/4	2	2	1/4		1/4	1		0	60	C4	4	10
1	1	0	0	1.0		0	0	4/4	2	1	1/4		1/4	1		4	64	E4	4	6
1	1	0	0	0.25		0	0	4/4	1	1	1/16		1/16	1		1	79	G5	5	0
1	1	1/4	1/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	1
1	1	1/2	1/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		2	74	D5	5	2
1	1	3/4	3/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	3
1	1	1	1	1.0		1/4	1/4	4/4	2	2	1/4		1/4	1		2	62	D4	4	11
1	1	1	1	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	F4	4	7
1	1	1	1	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		5	71	B4	4	4
1	1	2	2	1.0		1/2	1/2	4/4	2	2	1/4		1/4	1		2	62	D4	4	12
1	1	2	2	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65	F4	4	8
1	1	3	3	1.0		3/4	3/4	4/4	2	2	1/4		1/4	1		4	64	E4	4	13
1	1	3	3	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		1	67	G4	4	9
1	1	3	3	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	5
2	2	4	4	0.25		0	0	4/4	1	1	1/16		1/16	1		1	79	G5	5	14
2	2	17/4	17/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	15
2	2	9/2	9/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		2	74	D5	5	16
2	2	19/4	19/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	17
2	2	5	5	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		4	64	E4	4	22
2	2	5	5	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	18
2	2	21/4	21/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	19
2	2	11/2	11/2	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		8	68	G#4	4	20
2	2	23/4	23/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	21
2	2	6	6	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65	F4	4	23
2	2	7	7	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	24
3	3	8	8	0.25		0	0	4/4	1	1	1/16		1/16	1		3	81	A5	5	25
3	3	33/4	33/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	26
